%time,field.header.seq,field.header.stamp,field.header.frame_id,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9
1595768235756049519,17415,1595768235756444932,base_link,390,390,470,367,1044,653,734,558,424,364
1595768235800376743,17416,1595768235797444932,base_link,392,392,470,367,1044,664,744,585,451,380
1595768235839395962,17417,1595768235838444932,base_link,388,391,482,369,1056,664,745,580,487,375
1595768235878972696,17418,1595768235878444932,base_link,391,391,470,367,1055,653,734,558,425,364
1595768235919740961,17419,1595768235918444932,base_link,391,391,460,367,1044,653,754,550,425,364
1595768235962190780,17420,1595768235960444932,base_link,391,391,481,368,1045,653,744,579,456,391
1595768236004035632,17421,1595768236005413919,base_link,389,378,484,356,1057,666,736,572,481,387
1595768236046474272,17422,1595768236047413919,base_link,391,391,471,368,1045,653,744,569,441,381
1595768236087114440,17423,1595768236089413919,base_link,391,391,471,368,1045,664,734,579,467,375
1595768236127702303,17424,1595768236129413919,base_link,390,391,470,367,1055,653,775,548,476,373
1595768236170348294,17425,1595768236170413919,base_link,391,391,482,368,1055,653,734,569,517,375
1595768236208701794,17426,1595768236211413919,base_link,391,391,471,358,1045,653,744,569,435,364
1595768236249976177,17427,1595768236252413919,base_link,391,391,460,368,1045,653,744,538,415,365
1595768236290329567,17428,1595768236292413919,base_link,391,391,471,368,1045,653,744,569,445,375
1595768236331026215,17429,1595768236332413919,base_link,390,391,470,357,1044,653,734,568,516,373
1595768236370681911,17430,1595768236373413919,base_link,391,391,460,368,1055,653,744,569,425,365
1595768236412219894,17431,1595768236414413919,base_link,391,391,471,368,1045,664,744,579,435,375
1595768236452167462,17432,1595768236454413919,base_link,401,390,471,368,1045,653,734,559,415,382
1595768236492223514,17433,1595768236494413919,base_link,401,390,471,368,1055,664,744,570,435,375
1595768236532865117,17434,1595768236535413919,base_link,390,390,460,367,1044,653,744,578,434,373
1595768236574074149,17435,1595768236575413919,base_link,391,391,471,368,1055,664,734,569,517,375
1595768236615312397,17436,1595768236615413919,base_link,389,389,472,356,1057,666,757,572,530,386
1595768236653555451,17437,1595768236656413919,base_link,391,391,460,367,1044,653,744,575,430,380
1595768236695658777,17438,1595768236697413919,base_link,401,390,471,368,1066,653,755,559,415,365
1595768236734760025,17439,1595768236737413919,base_link,391,391,460,368,1055,664,744,569,415,382
1595768236774988626,17440,1595768236777413919,base_link,388,391,482,369,1066,664,745,570,518,375
1595768236817059896,17441,1595768236817413919,base_link,391,380,470,367,1055,653,755,576,441,380
1595768236857648227,17442,1595768236859413919,base_link,389,389,482,356,1057,666,757,572,428,377
1595768236900515749,17443,1595768236902413919,base_link,391,391,471,368,1045,653,744,569,435,375
1595768236942321795,17444,1595768236944413919,base_link,391,391,471,358,1045,664,734,559,435,364
1595768236984779449,17445,1595768236985413919,base_link,388,391,471,369,1066,664,766,570,436,375
1595768237023986517,17446,1595768237025413919,base_link,400,389,469,367,1054,662,743,547,414,373
1595768237062897829,17447,1595768237065413919,base_link,391,391,470,367,1044,653,734,564,430,380
1595768237103597491,17448,1595768237106413919,base_link,391,391,460,368,1045,664,744,569,425,375
1595768237144501147,17449,1595768237147413919,base_link,388,402,482,369,1066,664,776,570,447,375
1595768237185049374,17450,1595768237187413919,base_link,391,391,470,367,1055,653,744,497,415,364
1595768237225418546,17451,1595768237227413919,base_link,391,391,470,367,1044,664,765,513,430,380
1595768237264034231,17452,1595768237267413919,base_link,390,390,469,367,1055,653,744,558,424,364
1595768237306580206,17453,1595768237309413919,base_link,391,391,460,358,1045,664,734,559,425,391
1595768237346823659,17454,1595768237349413919,base_link,391,391,470,357,1045,653,734,579,435,374
1595768237387375721,17455,1595768237389413919,base_link,392,392,460,357,1044,653,734,576,430,379
1595768237427214603,17456,1595768237430413919,base_link,388,391,482,369,1056,664,755,580,487,375
1595768237467914235,17457,1595768237471413919,base_link,389,378,482,356,1057,676,767,582,448,377
1595768237509364688,17458,1595768237511413919,base_link,400,389,469,367,1044,663,754,568,414,364
1595768237549171360,17459,1595768237551413919,base_link,391,379,470,367,1055,664,755,575,451,390
1595768237591138815,17460,1595768237593413919,base_link,390,379,469,356,1058,666,747,572,541,388
1595768237631392016,17461,1595768237634413919,base_link,391,391,471,368,1045,653,775,487,415,365
1595768237670195650,17462,1595768237674413919,base_link,391,391,471,368,1045,664,786,550,425,375
1595768237713812798,17463,1595768237715413919,base_link,391,391,470,357,1034,664,724,585,461,379
1595768237758978245,17464,1595768237755413919,base_link,391,391,470,367,1044,653,754,538,425,364
1595768237796113263,17465,1595768237797413919,base_link,389,377,482,356,1047,666,757,572,428,377
1595768237837631400,17466,1595768237839413919,base_link,391,391,471,368,1045,664,744,569,425,375
1595768237882102983,17467,1595768237881413919,base_link,391,391,470,357,1044,653,734,564,441,379
1595768237920424435,17468,1595768237921413919,base_link,388,377,472,369,1057,665,756,581,437,376
1595768237959248157,17469,1595768237961413919,base_link,390,390,481,367,1054,662,734,568,445,373
1595768238004449132,17470,1595768238002413919,base_link,391,391,460,358,1066,664,744,569,415,375
1595768238042433406,17471,1595768238043413919,base_link,391,391,471,368,1066,664,744,569,425,375
1595768238081743841,17472,1595768238083413919,base_link,391,391,470,367,1044,653,734,575,441,389
1595768238121281809,17473,1595768238123413919,base_link,390,379,469,367,1058,666,758,572,428,379
1595768238161106230,17474,1595768238163413919,base_link,391,391,481,368,1066,664,734,569,466,375
1595768238202143773,17475,1595768238204413919,base_link,388,377,472,369,1057,665,756,581,529,376
1595768238243408558,17476,1595768238244413919,base_link,391,391,471,367,1055,664,724,585,441,380
1595768238296027206,17477,1595768238284413919,base_link,391,391,471,368,1066,664,734,569,435,375
1595768238324376169,17478,1595768238326413919,base_link,391,391,481,368,1055,664,744,559,425,375
1595768238364529784,17479,1595768238367413919,base_link,391,391,460,358,1045,664,744,569,415,380
1595768238410362394,17480,1595768238407413919,base_link,401,390,460,368,1055,664,765,559,435,375
1595768238443367446,17481,1595768238447413919,base_link,390,391,470,357,1044,653,734,568,434,373
1595768238485871878,17482,1595768238485563077,base_link,399,388,459,367,1044,653,743,495,413,364
1595768238527111055,17483,1595768238526563077,base_link,390,391,470,367,1044,653,734,568,445,373
1595768238568464054,17484,1595768238566563077,base_link,391,391,471,368,1045,653,734,569,476,375
1595768238615388895,17485,1595768238607563077,base_link,401,391,471,368,1055,653,755,559,415,382
1595768238649575790,17486,1595768238647563077,base_link,391,391,471,368,1045,664,734,559,533,381
1595768238690675566,17487,1595768238688563077,base_link,391,391,471,368,1035,664,744,569,425,382
1595768238730710638,17488,1595768238728563077,base_link,391,391,460,358,1045,653,755,538,435,375
1595768238770601031,17489,1595768238768563077,base_link,389,377,482,356,1047,666,757,572,438,377
1595768238811981942,17490,1595768238809563077,base_link,391,391,460,368,1045,664,744,569,435,364
1595768238853245061,17491,1595768238850563077,base_link,391,391,470,368,1045,653,765,559,435,364
1595768238897639169,17492,1595768238890563077,base_link,391,391,481,358,1066,664,744,549,425,380
1595768238939068549,17493,1595768238930563077,base_link,391,391,471,368,1045,653,786,487,435,391
1595768238975159728,17494,1595768238971563077,base_link,391,391,460,368,1055,653,734,569,517,375
1595768239013473339,17495,1595768239012563077,base_link,388,391,471,369,1066,664,766,559,426,375
1595768239054077916,17496,1595768239052563077,base_link,391,391,481,367,1065,663,734,559,466,373
1595768239094298218,17497,1595768239092563077,base_link,391,391,471,358,1055,653,755,569,425,375
1595768239135239833,17498,1595768239134563077,base_link,388,391,471,369,1046,664,755,580,528,375
1595768239174700590,17499,1595768239175563077,base_link,388,377,472,369,1057,665,736,581,447,376
1595768239216831393,17500,1595768239215563077,base_link,391,391,471,368,1045,664,765,559,415,382
1595768239256752517,17501,1595768239255563077,base_link,391,391,471,368,1055,653,734,569,517,375
1595768239299648386,17502,1595768239297563077,base_link,391,391,460,357,1055,653,734,585,420,379
1595768239339182179,17503,1595768239338563077,base_link,391,391,471,368,1055,664,734,579,435,375
1595768239378838607,17504,1595768239379563077,base_link,391,391,470,357,1044,664,734,585,441,379
1595768239420782497,17505,1595768239419563077,base_link,391,391,471,368,1045,664,744,559,425,375
1595768239461702944,17506,1595768239460563077,base_link,388,402,471,369,1056,664,745,570,436,375
1595768239502565809,17507,1595768239501563077,base_link,391,391,471,368,1045,653,744,559,476,375
1595768239544778706,17508,1595768239543563077,base_link,390,390,469,367,1054,652,733,568,434,373
1595768239584444259,17509,1595768239584563077,base_link,391,391,471,368,1045,653,734,569,452,390
1595768239628112141,17510,1595768239624563077,base_link,388,391,471,369,1056,664,735,570,468,386
1595768239666308503,17511,1595768239664563077,base_link,391,391,460,357,1034,653,734,576,441,389
1595768239706223930,17512,1595768239705563077,base_link,390,390,459,367,1054,662,723,568,434,373
1595768239747757744,17513,1595768239746563077,base_link,389,390,469,367,1044,662,733,568,434,373
1595768239786772792,17514,1595768239786563077,base_link,391,391,471,368,1055,664,734,569,476,391
1595768239828188316,17515,1595768239826563077,base_link,391,391,460,368,1066,664,765,569,441,381
1595768239869043083,17516,1595768239868563077,base_link,391,391,460,357,1044,653,744,585,441,389
1595768239909705676,17517,1595768239908563077,base_link,391,391,470,367,1055,663,734,579,435,364
1595768239950189892,17518,1595768239948563077,base_link,390,391,481,367,1055,653,775,548,477,373
1595768239988735922,17519,1595768239988563077,base_link,388,391,471,369,1056,664,745,580,426,375
1595768240030567844,17520,1595768240029563077,base_link,391,391,471,358,1045,653,734,559,506,375
1595768240070831317,17521,1595768240069563077,base_link,391,391,461,357,1044,653,734,575,430,379
1595768240118301569,17522,1595768240109563077,base_link,391,391,471,368,1055,664,744,569,425,365
1595768240160580094,17523,1595768240151563077,base_link,388,391,482,369,1066,664,745,570,436,375
1595768240196417308,17524,1595768240192563077,base_link,391,391,471,358,1055,653,775,559,435,380
1595768240233845945,17525,1595768240232563077,base_link,391,391,460,357,1055,653,745,574,430,379
1595768240276485500,17526,1595768240272563077,base_link,391,391,470,357,1044,653,734,574,461,389
1595768240315814857,17527,1595768240314563077,base_link,390,378,459,356,1068,666,768,583,428,377
1595768240357214421,17528,1595768240356563077,base_link,388,402,471,369,1056,664,755,570,426,375
1595768240401547705,17529,1595768240399563077,base_link,391,391,470,367,1065,664,744,576,441,389
1595768240450487794,17530,1595768240440563077,base_link,391,391,460,368,1066,653,734,569,425,382
1595768240483693733,17531,1595768240482563077,base_link,391,391,481,368,1066,664,744,569,435,391
1595768240525965710,17532,1595768240524563077,base_link,391,391,461,367,1034,653,744,585,441,380
1595768240567791249,17533,1595768240564563077,base_link,389,389,472,367,1068,666,757,572,499,386
1595768240606110221,17534,1595768240604563077,base_link,389,378,483,367,1047,666,767,552,428,378
1595768240646387616,17535,1595768240645563077,base_link,391,391,471,368,1045,653,734,569,517,375
1595768240687410856,17536,1595768240686563077,base_link,389,378,482,367,1057,666,747,582,438,378
1595768240728187525,17537,1595768240726563077,base_link,391,391,460,357,1055,653,765,569,415,363
1595768240768090916,17538,1595768240766563077,base_link,401,390,460,368,1066,653,734,570,435,364
1595768240808202525,17539,1595768240807563077,base_link,391,391,460,357,1055,653,724,585,441,379
1595768240849655307,17540,1595768240847563077,base_link,391,379,471,357,1044,653,734,564,502,390
1595768240888578050,17541,1595768240887563077,base_link,388,391,482,369,1056,664,745,570,447,375
1595768240929067939,17542,1595768240928563077,base_link,391,391,471,358,1045,664,734,559,435,364
1595768240968555673,17543,1595768240969563077,base_link,391,391,471,368,1055,664,724,569,425,375
1595768241010412390,17544,1595768241013272012,base_link,391,391,471,358,1055,653,725,559,476,392
1595768241050881369,17545,1595768241053272012,base_link,388,391,492,369,1046,664,745,559,436,375
1595768241090796180,17546,1595768241094272012,base_link,391,391,471,368,1045,664,734,579,435,375
1595768241131315113,17547,1595768241134272012,base_link,391,391,471,358,1045,664,744,559,435,380
1595768241172504117,17548,1595768241174272012,base_link,391,391,460,358,1055,664,744,569,425,380
1595768241212371980,17549,1595768241215272012,base_link,388,402,471,369,1056,664,766,580,447,375
1595768241253568723,17550,1595768241257272012,base_link,391,391,460,357,1065,653,734,585,451,379
1595768241296606648,17551,1595768241299272012,base_link,390,390,459,367,1054,662,734,579,465,373
1595768241337687550,17552,1595768241340272012,base_link,391,391,471,358,1055,653,744,569,517,375
1595768241378883355,17553,1595768241381272012,base_link,391,379,470,368,1058,664,749,583,490,380
1595768241419239037,17554,1595768241421272012,base_link,388,391,482,369,1056,664,745,580,447,375
1595768241459539158,17555,1595768241462272012,base_link,391,391,471,368,1055,653,734,569,527,375
1595768241499038122,17556,1595768241503272012,base_link,391,391,460,367,1044,653,734,585,441,380
1595768241542055464,17557,1595768241543272012,base_link,391,391,470,367,1055,653,755,569,435,364
1595768241581034048,17558,1595768241583272012,base_link,390,379,480,367,1054,663,749,584,440,380
1595768241621122579,17559,1595768241624272012,base_link,391,391,471,368,1045,664,765,559,425,375
1595768241663097663,17560,1595768241665272012,base_link,391,391,471,368,1066,653,744,569,415,365
1595768241701141752,17561,1595768241705272012,base_link,391,391,460,357,1034,653,744,574,430,379
1595768241742916946,17562,1595768241745272012,base_link,400,389,460,367,1065,653,734,568,424,364
1595768241783827280,17563,1595768241787272012,base_link,391,391,471,367,1055,653,724,585,543,389
1595768241825098935,17564,1595768241827272012,base_link,391,391,471,368,1045,664,775,559,415,382
1595768241864747035,17565,1595768241867272012,base_link,391,391,481,368,1055,664,755,559,466,391
1595768241904262989,17566,1595768241907272012,base_link,391,391,460,368,1045,664,734,559,415,364
1595768241945757561,17567,1595768241949272012,base_link,390,390,459,356,1048,666,747,572,428,377
1595768241987314931,17568,1595768241990272012,base_link,391,380,460,367,1055,653,734,585,441,380
1595768242028024863,17569,1595768242030272012,base_link,401,391,471,368,1055,653,744,569,415,365
1595768242069093753,17570,1595768242070272012,base_link,391,391,470,367,1044,653,744,569,435,364
1595768242114503390,17571,1595768242111272012,base_link,391,391,460,358,1045,664,786,549,415,380
1595768242149720868,17572,1595768242152272012,base_link,389,377,482,356,1057,666,747,572,530,377
1595768242193956030,17573,1595768242192272012,base_link,391,391,482,368,1045,653,734,579,425,375
1595768242230886830,17574,1595768242233272012,base_link,391,391,481,357,1045,664,734,569,517,375
1595768242272944340,17575,1595768242274272012,base_link,391,391,461,357,1065,664,734,585,441,389
1595768242311761550,17576,1595768242315272012,base_link,388,391,471,369,1056,664,755,580,447,375
1595768242353059303,17577,1595768242355272012,base_link,391,391,471,368,1055,653,734,559,506,375
1595768242395412022,17578,1595768242395272012,base_link,391,391,470,357,1044,664,734,585,441,389
1595768242452725116,17579,1595768242437272012,base_link,390,378,469,367,1068,666,758,572,439,379
1595768242475495231,17580,1595768242478272012,base_link,390,379,459,356,1058,666,758,562,418,377
1595768242514647028,17581,1595768242518272012,base_link,391,391,470,357,1055,653,734,585,533,389
1595768242557511235,17582,1595768242558272012,base_link,391,391,481,358,1045,664,755,559,415,380
1595768242597128123,17583,1595768242600272012,base_link,388,391,482,369,1056,664,766,570,447,375
1595768242637649614,17584,1595768242640272012,base_link,391,391,471,358,1055,664,734,579,435,364
1595768242678158917,17585,1595768242680272012,base_link,391,391,460,358,1055,664,755,559,435,380
1595768242716340018,17586,1595768242720272012,base_link,390,390,469,356,1058,666,747,583,439,377
1595768242759115178,17587,1595768242762272012,base_link,401,390,471,368,1055,664,744,550,415,365
1595768242799658077,17588,1595768242803272012,base_link,391,391,470,357,1055,664,744,559,415,375
1595768242840223385,17589,1595768242843272012,base_link,391,391,460,357,1044,664,724,585,441,379
1595768242880069135,17590,1595768242883272012,base_link,388,402,471,369,1066,664,745,570,436,385
1595768242920170195,17591,1595768242924272012,base_link,390,390,481,356,1044,662,775,558,506,373
1595768242962308881,17592,1595768242964272012,base_link,391,380,471,367,1055,653,734,574,441,380
1595768243002432216,17593,1595768243004272012,base_link,391,391,460,368,1045,664,734,569,435,391
1595768243043587773,17594,1595768243045272012,base_link,389,378,472,356,1068,666,747,582,438,377
1595768243085242248,17595,1595768243087272012,base_link,389,378,472,356,1057,666,757,582,448,377
