%time,seq,stamp,frame_id,sonar0,sonar1,sonar2,sonar3,sonar4,sonar5,sonar6,sonar7,sonar8,sonar9
1.57989955280562E+018,5190,1.57989955265909E+018,base_link,696,716,1800,924,-1,820,737,727,818,664
1.57989955280577E+018,5191,1.57989955270109E+018,base_link,699,760,1509,1015,-1,2558,727,736,1700,673
1.57989955280592E+018,5192,1.57989955274109E+018,base_link,710,739,1819,3300,-1,2558,726,760,1696,699
1.57989955280603E+018,5193,1.57989955278309E+018,base_link,710,771,1150,2806,4032,2568,726,742,1706,699
1.57989955284021E+018,5194,1.57989955282609E+018,base_link,710,832,1778,985,2249,2577,726,735,1690,690
1.57989955286601E+018,5195,1.57989955286609E+018,base_link,699,780,985,933,2249,2556,726,755,878,662
1.57989955290756E+018,5196,1.57989955290609E+018,base_link,696,740,1099,996,-1,2568,738,738,1690,725
1.57989955294545E+018,5197,1.57989955294609E+018,base_link,679,718,1016,902,1151,788,740,709,882,667
1.57989955298921E+018,5198,1.57989955298609E+018,base_link,710,729,1026,2806,-1,2588,727,745,1711,663
1.5798995530326E+018,5199,1.57989955302809E+018,base_link,710,718,1057,3929,4701,2568,736,755,1701,673
1.57989955306635E+018,5200,1.57989955306909E+018,base_link,699,729,1088,3279,2249,2577,727,742,1706,678
1.57989955310912E+018,5201,1.57989955310909E+018,base_link,696,750,935,954,2280,2577,736,737,878,663
1.57989955315031E+018,5202,1.5798995531482E+018,base_link,689,739,1005,1015,-1,2556,725,742,893,678
1.57989955318998E+018,5203,1.5798995531892E+018,base_link,689,749,1036,3320,-1,2557,726,742,1716,688
1.57989955323797E+018,5204,1.5798995532302E+018,base_link,699,728,1830,3289,-1,2570,740,758,1715,707
1.57989955327412E+018,5205,1.5798995532732E+018,base_link,699,718,1777,-1,3672,2567,726,750,873,699
1.57989955331392E+018,5206,1.5798995533152E+018,base_link,679,749,1808,-1,-1,2558,726,727,868,708
1.57989955336063E+018,5207,1.5798995533562E+018,base_link,710,862,1819,5967,5969,2560,737,747,1692,664
1.57989955339924E+018,5208,1.5798995533992E+018,base_link,699,749,1787,3580,-1,2578,727,747,868,683
1.57989955344003E+018,5209,1.5798995534392E+018,base_link,688,728,997,3279,3857,2570,740,747,1693,676
1.57989955348125E+018,5210,1.5798995534802E+018,base_link,699,739,1098,3290,-1,2577,725,736,1700,662
1.57989955352142E+018,5211,1.5798995535202E+018,base_link,689,739,965,985,-1,2578,726,745,1680,663
1.5798995535619E+018,5212,1.5798995535622E+018,base_link,689,729,1015,953,-1,2567,727,751,1715,678
1.57989955360216E+018,5213,1.5798995536022E+018,base_link,689,729,1808,3269,4320,2558,727,766,868,688
1.57989955364239E+018,5214,1.5798995536432E+018,base_link,689,832,1109,3320,-1,2577,736,745,1669,672
1.57989955368349E+018,5215,1.5798995536842E+018,base_link,679,739,1109,995,-1,2588,726,755,1700,674
1.57989955372381E+018,5216,1.5798995537242E+018,base_link,696,736,1098,933,3685,2578,736,747,1721,664
1.57989955376582E+018,5217,1.5798995537642E+018,base_link,687,717,1810,2818,4413,2569,738,757,880,665
1.57989955380571E+018,5218,1.5798995538052E+018,base_link,679,718,1047,1015,-1,2722,725,744,1679,662
1.57989955384552E+018,5219,1.5798995538452E+018,base_link,689,729,975,-1,-1,2558,727,745,1690,679
1.5798995538878E+018,5220,1.5798995538882E+018,base_link,710,729,1788,3981,-1,2558,728,728,1702,694
1.57989955392959E+018,5221,1.5798995539282E+018,base_link,668,698,1798,923,3991,2568,726,726,858,664
1.57989955396958E+018,5222,1.5798995539682E+018,base_link,719,719,1776,2805,-1,2576,724,733,867,672
1.57989955400731E+018,5223,1.5798995540082E+018,base_link,699,718,1788,3300,-1,2578,736,736,1691,694
1.57989955405102E+018,5224,1.5798995540502E+018,base_link,689,729,1778,3290,-1,2568,727,735,878,708
1.57989955409313E+018,5225,1.5798995540922E+018,base_link,689,749,1365,3289,4196,2567,726,751,1706,688
1.57989955413342E+018,5226,1.5798995541342E+018,base_link,689,729,1829,3290,-1,2567,736,736,857,690
1.57989955417429E+018,5227,1.5798995541752E+018,base_link,699,729,1788,-1,-1,2568,727,745,1707,679
1.57989955421694E+018,5228,1.5798995542162E+018,base_link,699,760,1839,-1,-1,2578,736,740,883,688
1.57989955425913E+018,5229,1.5798995542562E+018,base_link,689,780,1788,-1,4166,2579,737,738,879,710
1.57989955430151E+018,5230,1.5798995542992E+018,base_link,699,760,1808,3631,-1,2578,739,729,882,687
1.57989955434284E+018,5231,1.5798995543402E+018,base_link,699,729,1222,3279,-1,2558,727,745,1701,673
1.57989955438344E+018,5232,1.5798995543812E+018,base_link,689,729,1068,1046,-1,2568,736,745,1700,684
1.57989955442379E+018,5233,1.5798995544222E+018,base_link,720,740,965,965,4114,2568,726,738,889,690
1.57989955446276E+018,5234,1.5798995544632E+018,base_link,686,730,1140,3280,-1,2599,736,745,1680,684
1.57989955450384E+018,5235,1.5798995545042E+018,base_link,699,718,996,954,6331,2568,726,745,1690,678
1.5798995545465E+018,5236,1.5798995545452E+018,base_link,677,738,1800,3312,-1,2580,738,748,1703,675
1.57989955458819E+018,5237,1.5798995545872E+018,base_link,710,729,954,1005,3939,2578,737,737,1690,679
1.57989955462765E+018,5238,1.5798995546282E+018,base_link,689,718,1787,3279,-1,2577,725,750,1707,688
1.57989955466806E+018,5239,1.5798995546692E+018,base_link,699,739,1819,985,-1,2578,726,727,878,683
1.57989955470824E+018,5240,1.5798995547102E+018,base_link,699,760,1767,3279,-1,2568,736,746,878,679
1.57989955474844E+018,5241,1.5798995547502E+018,base_link,679,780,1088,3269,4382,2578,726,742,1706,689
1.57989955479224E+018,5242,1.5798995547912E+018,base_link,689,739,1788,3269,-1,2598,725,744,1690,683
1.57989955483138E+018,5243,1.5798995548312E+018,base_link,699,739,997,3300,-1,2599,739,758,1704,697
1.57989955487069E+018,5244,1.5798995548732E+018,base_link,699,729,1109,3300,3811,2568,727,745,858,683
1.57989955492441E+018,5245,1.5798995549152E+018,base_link,679,718,1819,2816,4310,2568,726,750,1696,689
1.57989955495558E+018,5246,1.5798995549572E+018,base_link,699,739,1788,1036,2290,2568,727,755,1680,683
1.57989955499674E+018,5247,1.5798995549982E+018,base_link,686,730,2334,3280,2271,2568,736,745,868,695
1.57989955503849E+018,5248,1.5798995550402E+018,base_link,688,799,1787,994,2268,2565,734,723,876,682
1.57989955507968E+018,5249,1.5798995550802E+018,base_link,678,738,1107,3288,-1,2580,738,758,1704,687
1.5798995551201E+018,5250,1.5798995551212E+018,base_link,699,729,1119,2806,-1,2568,727,745,878,663
1.57989955516106E+018,5251,1.5798995551632E+018,base_link,699,729,965,1005,-1,2578,727,745,1680,663
1.57989955520526E+018,5252,1.5798995552032E+018,base_link,687,727,1789,3291,4207,2600,739,757,1703,696
1.57989955524453E+018,5253,1.5798995552442E+018,base_link,699,718,1766,1014,2258,2565,724,725,867,672
1.57989955528168E+018,5254,1.5798995552842E+018,base_link,699,718,1797,3278,-1,2567,725,760,1706,688
1.57989955532632E+018,5255,1.5798995553262E+018,base_link,689,739,1870,3290,-1,2568,740,751,893,688
1.57989955536533E+018,5256,1.5798995553672E+018,base_link,689,739,924,3290,-1,2599,726,745,1690,684
1.57989955540545E+018,5257,1.5798995554072E+018,base_link,710,729,1345,3279,4351,2578,727,755,1690,688
1.5798995554455E+018,5258,1.5798995554482E+018,base_link,688,728,1797,3268,2640,2577,726,734,1700,661
1.57989955548681E+018,5259,1.5798995554882E+018,base_link,699,718,1787,912,2269,787,725,725,836,662
1.57989955552609E+018,5260,1.5798995555282E+018,base_link,699,729,1808,902,1971,2608,727,727,1700,662
1.5798995555676E+018,5261,1.5798995555702E+018,base_link,668,729,1798,913,-1,2567,727,727,867,680
1.57989955560807E+018,5262,1.5798995556112E+018,base_link,689,832,1757,913,-1,2568,726,727,1706,679
1.57989955564902E+018,5263,1.5798995556522E+018,base_link,689,739,1881,6511,6427,2568,726,736,1691,668
1.57989955569066E+018,5264,1.57989955569005E+018,base_link,689,760,1880,2695,4062,2569,727,747,1692,653
1.57989955573101E+018,5265,1.57989955573105E+018,base_link,679,832,1757,913,2516,2567,725,735,867,690
1.57989955577191E+018,5266,1.57989955577205E+018,base_link,689,729,1016,902,2558,2577,727,744,1689,662
1.5798995558125E+018,5267,1.57989955581305E+018,base_link,679,708,1756,902,-1,2597,725,771,1706,668
1.57989955585302E+018,5268,1.57989955585305E+018,base_link,679,821,985,913,-1,2578,726,741,1694,667
1.57989955589356E+018,5269,1.57989955589505E+018,base_link,668,708,1798,3259,-1,2578,726,730,1696,679
1.57989955593609E+018,5270,1.57989955593505E+018,base_link,658,821,1808,902,4382,2568,736,746,1680,653
1.57989955597723E+018,5271,1.57989955597705E+018,base_link,688,831,1756,901,2556,2627,724,725,1669,661
1.57989955601859E+018,5272,1.57989955601805E+018,base_link,668,832,1756,2785,1686,2598,739,749,1685,666
1.57989955606047E+018,5273,1.57989955606005E+018,base_link,668,800,1334,911,-1,2611,738,758,1673,677
1.57989955610102E+018,5274,1.57989955610105E+018,base_link,668,831,1715,3268,-1,2103,740,760,1675,646
1.57989955614086E+018,5275,1.57989955614105E+018,base_link,709,810,1337,912,-1,2632,738,748,1662,655
1.57989955618137E+018,5276,1.57989955618105E+018,base_link,637,677,2086,923,4279,2125,726,740,1664,626
1.57989955622057E+018,5277,1.57989955622105E+018,base_link,648,780,2075,922,2375,2639,739,760,871,625
1.57989955626164E+018,5278,1.57989955626105E+018,base_link,644,791,986,903,-1,2609,736,746,1649,611
1.57989955630172E+018,5279,1.57989955630105E+018,base_link,864,760,1706,3248,2557,2125,727,758,1629,622
1.57989955634201E+018,5280,1.57989955634305E+018,base_link,884,801,1706,902,-1,2136,727,756,1629,658
1.5798995563828E+018,5281,1.57989955638305E+018,base_link,761,761,1232,954,4546,2167,737,758,1628,622
1.57989955642226E+018,5282,1.57989955642305E+018,base_link,771,760,2076,913,2403,2125,726,726,1618,621
1.57989955646346E+018,5283,1.57989955646305E+018,base_link,854,750,1695,892,2414,2762,726,715,1618,631
1.57989955650279E+018,5284,1.57989955650405E+018,base_link,720,770,1675,2559,2414,2680,725,735,1577,607
1.57989955654352E+018,5285,1.57989955654505E+018,base_link,730,770,1366,933,1704,2145,727,745,1586,628
1.57989955658387E+018,5286,1.57989955658505E+018,base_link,720,739,1047,882,2434,788,725,726,1597,590
1.57989955662351E+018,5287,1.57989955662505E+018,base_link,689,739,1675,902,1796,2155,725,726,1587,621
1.57989955666414E+018,5288,1.57989955666505E+018,base_link,689,729,1644,995,1878,2690,727,734,1566,587
1.57989955670452E+018,5289,1.57989955670505E+018,base_link,688,871,1654,2527,1888,2175,734,744,1555,578
1.57989955674428E+018,5290,1.57989955674505E+018,base_link,677,717,1635,880,2477,2189,738,738,1569,593
1.57989955678535E+018,5291,1.57989955678605E+018,base_link,761,729,1644,882,1889,1754,727,745,1535,539
1.57989955682525E+018,5292,1.57989955682605E+018,base_link,771,750,1675,943,2475,1785,736,747,1535,679
1.57989955686468E+018,5293,1.57989955686605E+018,base_link,789,790,1347,904,2497,1776,738,757,1546,664
1.57989955690496E+018,5294,1.57989955690605E+018,base_link,771,810,1601,870,2422,2185,725,744,1524,682
1.57989955694568E+018,5295,1.57989955694705E+018,base_link,748,799,1594,883,2497,1776,738,747,1516,695
1.5798995569859E+018,5296,1.57989955698705E+018,base_link,740,790,1602,881,2495,2186,736,736,1504,651
1.57989955703123E+018,5297,1.57989955702805E+018,base_link,760,790,1601,880,1929,1804,725,744,1504,733
1.57989955706973E+018,5298,1.57989955706905E+018,base_link,750,810,1570,870,2165,1805,725,746,1494,661
1.57989955710752E+018,5299,1.57989955711005E+018,base_link,987,770,1581,891,2505,1815,736,755,1504,713
1.5798995571484E+018,5300,1.57989955715005E+018,base_link,730,770,1551,881,1981,1816,736,736,1484,642
1.57989955719137E+018,5301,1.57989955719005E+018,base_link,720,790,1572,1324,1920,1837,736,736,1463,590
1.57989955722815E+018,5302,1.57989955723005E+018,base_link,956,1037,1469,882,2537,1847,726,745,1470,720
1.57989955726893E+018,5303,1.57989955727005E+018,base_link,710,1037,1541,872,2197,1837,736,736,1463,700
1.57989955730938E+018,5304,1.57989955731005E+018,base_link,936,936,1520,872,2568,1847,736,755,1443,659
1.57989955734844E+018,5305,1.57989955735005E+018,base_link,668,1007,1551,882,2591,1857,739,740,1447,677
1.57989955738806E+018,5306,1.57989955739005E+018,base_link,967,967,1500,882,2619,2803,736,745,1422,580
1.5798995574273E+018,5307,1.57989955743005E+018,base_link,936,606,1500,882,2619,1898,736,736,1433,539
1.57989955746906E+018,5308,1.57989955747005E+018,base_link,902,946,1490,883,2630,1920,747,1136,1413,602
1.57989955750864E+018,5309,1.57989955751005E+018,base_link,895,585,1490,872,1878,1909,725,726,1398,545
1.57989955754941E+018,5310,1.57989955755105E+018,base_link,881,936,1480,883,1889,1940,737,777,1382,643
1.57989955758929E+018,5311,1.57989955759205E+018,base_link,874,893,1459,882,1837,1949,726,1012,1361,621
1.57989955763039E+018,5312,1.57989955763305E+018,base_link,657,893,1447,892,2690,1948,734,1227,1350,620
1.57989955767118E+018,5313,1.57989955767305E+018,base_link,854,873,1397,882,2064,1970,726,919,1336,493
1.57989955771208E+018,5314,1.57989955771305E+018,base_link,884,893,1386,902,2108,1960,750,1047,1323,605
1.57989955775109E+018,5315,1.57989955775305E+018,base_link,874,637,1397,2302,2671,1991,736,1012,1310,597
1.57989955780018E+018,5316,1.57989955779305E+018,base_link,871,1015,1367,904,2713,2342,748,1291,1300,582
1.57989955783044E+018,5317,1.57989955783305E+018,base_link,854,996,1376,3711,2321,2021,747,1213,1284,565
1.57989955787134E+018,5318,1.57989955787305E+018,base_link,832,986,1376,902,-1,2031,746,1299,1258,528
1.57989955791296E+018,5319,1.57989955791405E+018,base_link,792,945,1345,903,-1,2938,737,838,1248,546
1.57989955795162E+018,5320,1.57989955795505E+018,base_link,1039,812,1335,903,-1,3052,747,1034,1227,509
1.57989955799479E+018,5321,1.57989955799505E+018,base_link,1119,831,1367,2385,4557,2096,749,1118,1250,521
1.57989955803872E+018,5322,1.57989955803605E+018,base_link,1131,801,1602,3381,2746,2094,760,996,1242,512
1.57989955807414E+018,5323,1.57989955807805E+018,base_link,483,790,1304,2373,-1,2978,746,1151,1212,493
1.57989955811495E+018,5324,1.57989955811905E+018,base_link,1029,740,1315,2374,-1,2105,747,983,1197,467
1.57989955815946E+018,5325,1.57989955816005E+018,base_link,936,750,1284,2435,-1,2115,748,890,1187,514
1.5798995581966E+018,5326,1.57989955819786E+018,base_link,761,719,1253,2425,4166,3031,758,889,1177,478
1.57989955823779E+018,5327,1.57989955823886E+018,base_link,792,709,1243,1376,2228,2166,756,991,1155,659
1.57989955827786E+018,5328,1.57989955827886E+018,base_link,1049,688,1520,2404,2280,2217,766,941,1135,710
1.57989955832033E+018,5329,1.57989955831986E+018,base_link,397,946,1315,2405,-1,2465,788,1116,1136,663
1.57989955836191E+018,5330,1.57989955836186E+018,base_link,1026,903,1254,1356,-1,2230,790,1179,1106,624
1.57989955840152E+018,5331,1.57989955840186E+018,base_link,926,1027,1212,2405,-1,2486,1734,1055,1084,648
1.57989955844181E+018,5332,1.57989955844286E+018,base_link,1059,1079,1150,2394,4165,2486,1734,1116,1064,673
1.57989955848109E+018,5333,1.57989955848386E+018,base_link,1038,667,1138,3258,-1,3122,797,961,1062,589
1.57989955852286E+018,5334,1.57989955852486E+018,base_link,1018,781,1129,2559,-1,2516,1744,983,1043,628
1.57989955856474E+018,5335,1.57989955856586E+018,base_link,565,914,1129,1334,-1,2527,1744,1018,1048,770
1.5798995586048E+018,5336,1.57989955860586E+018,base_link,545,852,1057,2106,4174,2527,798,818,1022,580
1.57989955864593E+018,5337,1.57989955864686E+018,base_link,946,843,1098,1334,-1,2310,1743,1002,1011,546
1.57989955868452E+018,5338,1.57989955868786E+018,base_link,524,935,1047,1324,-1,2321,1734,1013,992,559
1.5798995587264E+018,5339,1.57989955872786E+018,base_link,936,945,1037,2034,-1,2352,1734,1039,997,503
1.57989955876832E+018,5340,1.57989955876886E+018,base_link,915,915,1016,3392,4289,3216,1734,1023,961,494
1.57989955880842E+018,5341,1.57989955881086E+018,base_link,902,720,1037,3424,3598,3257,1744,1013,941,468
1.57989955884939E+018,5342,1.57989955885186E+018,base_link,895,914,996,3609,3617,2372,1743,972,930,474
1.57989955888913E+018,5343,1.57989955889186E+018,base_link,884,637,985,-1,3607,3328,1743,950,919,456
1.57989955893111E+018,5344,1.57989955893286E+018,base_link,793,740,1005,2047,1326,3308,1757,934,913,738
1.57989955897179E+018,5345,1.57989955897386E+018,base_link,833,852,954,1931,2447,3297,1747,924,893,738
1.57989955901388E+018,5346,1.57989955901486E+018,base_link,819,854,1017,1942,-1,3371,1754,952,869,756
1.57989955905352E+018,5347,1.57989955905586E+018,base_link,812,831,976,-1,-1,3424,1767,954,851,748
1.57989955909198E+018,5348,1.57989955909586E+018,base_link,782,801,1232,2026,-1,3319,1744,936,843,729
1.57989955913407E+018,5349,1.57989955913586E+018,base_link,769,772,1202,3393,4248,3340,1765,870,828,726
1.5798995591772E+018,5350,1.57989955917786E+018,base_link,771,801,1201,1921,3700,3349,1754,838,797,714
1.57989955921668E+018,5351,1.57989955921786E+018,base_link,751,729,882,1879,1385,3369,1754,828,786,744
1.57989955925745E+018,5352,1.57989955925986E+018,base_link,740,719,913,1859,1385,3369,1743,869,761,699
1.57989955929707E+018,5353,1.57989955930086E+018,base_link,679,688,903,1849,3731,3483,1743,755,734,642
1.57989955933932E+018,5354,1.57989955934086E+018,base_link,696,706,873,1861,1438,3401,1765,839,746,675
1.57989955937927E+018,5355,1.57989955938186E+018,base_link,687,688,822,1848,1449,3423,1756,788,726,686
1.57989955941973E+018,5356,1.57989955942186E+018,base_link,666,696,812,1850,1448,3443,1755,828,715,644
1.57989955946115E+018,5357,1.57989955946186E+018,base_link,644,688,811,1839,1468,3534,1744,746,704,662
1.57989955949983E+018,5358,1.57989955950286E+018,base_link,637,667,810,3392,-1,3483,1754,745,683,632
1.57989955954263E+018,5359,1.57989955954486E+018,base_link,627,656,758,3381,-1,3462,1758,760,677,646
1.57989955958307E+018,5360,1.57989955958586E+018,base_link,617,636,738,3402,-1,3555,1744,751,637,637
1.57989955962485E+018,5361,1.57989955962586E+018,base_link,617,636,800,1818,3948,3576,1744,736,633,612
1.57989955966447E+018,5362,1.57989955966586E+018,base_link,596,605,1005,3546,3679,3585,1743,714,601,608
1.579899559702E+018,5363,1.57989955970586E+018,base_link,586,586,985,1777,1509,3606,1733,683,590,598
1.57989955974495E+018,5364,1.57989955974786E+018,base_link,565,585,995,1735,1511,3969,1747,688,615,594
1.57989955978524E+018,5365,1.57989955978786E+018,base_link,555,574,995,1725,1542,-1,1756,677,605,543
1.57989955982508E+018,5366,1.57989955982886E+018,base_link,535,554,996,1715,1550,-1,1743,777,591,539
1.57989955986871E+018,5367,1.57989955986886E+018,base_link,524,543,965,1715,3720,1902,1744,777,570,549
1.57989955990414E+018,5368,1.57989955990886E+018,base_link,504,523,810,1715,1622,3647,1743,622,549,535
1.57989955994568E+018,5369,1.57989955994886E+018,base_link,490,535,729,1716,1283,3668,1754,633,550,500
1.57989955998559E+018,5370,1.57989955998986E+018,base_link,494,502,686,1725,1261,3636,1732,627,544,504
1.57989956002784E+018,5371,1.57989956003086E+018,base_link,472,491,666,1694,1292,2319,1742,590,569,476
1.57989956007058E+018,5372,1.57989956007286E+018,base_link,463,482,872,1674,1323,2289,1743,591,508,457
1.57989956011113E+018,5373,1.57989956011386E+018,base_link,451,470,884,1652,3578,2302,1756,583,490,449
1.57989956015227E+018,5374,1.57989956015586E+018,base_link,452,461,851,1653,1631,2319,1742,581,467,415
1.57989956019303E+018,5375,1.57989956019586E+018,base_link,441,441,850,1642,1332,2287,1741,559,455,415
1.57989956023369E+018,5376,1.57989956023586E+018,base_link,421,421,830,1642,-1,2278,1753,570,425,404
1.57989956027421E+018,5377,1.57989956027786E+018,base_link,401,420,831,1633,-1,2300,1754,571,417,405
1.57989956031328E+018,5378,1.57989956031786E+018,base_link,391,399,821,1633,-1,2280,1758,873,420,400
1.57989956035603E+018,5379,1.57989956035786E+018,base_link,401,390,810,1623,4073,2280,1744,668,412,401
1.57989956039535E+018,5380,1.57989956039886E+018,base_link,380,380,790,964,-1,2289,725,704,377,394
1.57989956043567E+018,5381,1.57989956043886E+018,base_link,370,370,779,1623,-1,2300,1744,920,375,366
1.57989956047659E+018,5382,1.57989956048086E+018,base_link,349,358,778,1611,-1,2289,1758,493,389,359
1.57989956051621E+018,5383,1.57989956052186E+018,base_link,339,339,759,1612,4063,2290,1758,482,379,349
1.57989956055852E+018,5384,1.57989956056186E+018,base_link,327,327,760,1570,1788,-1,1756,808,367,337
1.57989956059971E+018,5385,1.57989956060286E+018,base_link,318,327,728,902,1734,2385,1743,482,369,338
1.57989956064105E+018,5386,1.57989956064286E+018,base_link,308,317,728,913,1426,2299,1743,436,333,312
1.57989956067857E+018,5387,1.57989956068386E+018,base_link,287,316,716,880,1778,2302,1756,470,336,315
1.57989956071842E+018,5388,1.57989956072386E+018,base_link,288,308,707,1570,1426,2299,1753,847,303,308
1.57989956076183E+018,5389,1.57989956076164E+018,base_link,275,294,709,1583,1448,2311,1765,952,314,293
1.57989956080069E+018,5390,1.57989956080164E+018,base_link,277,297,707,1561,1457,2320,1763,673,292,281
1.57989956084167E+018,5391,1.57989956084364E+018,base_link,266,286,686,1559,1425,2350,1763,744,291,281
1.57989956088306E+018,5392,1.57989956088464E+018,base_link,264,278,677,1572,1787,2300,1765,458,292,273
1.57989956092211E+018,5393,1.57989956092464E+018,base_link,267,267,676,1550,1796,2309,1743,919,271,271
1.57989956096527E+018,5394,1.57989956096564E+018,base_link,253,268,688,1562,-1,3906,1744,920,292,272
1.57989956100656E+018,5395,1.57989956100864E+018,base_link,257,257,759,1540,740,2300,1743,817,273,261
1.57989956104987E+018,5396,1.57989956104964E+018,base_link,245,245,699,1549,1480,2352,1765,952,284,263
1.57989956109138E+018,5397,1.57989956109164E+018,base_link,246,255,728,1540,1478,2309,1743,827,281,251
1.57989956113384E+018,5398,1.57989956113364E+018,base_link,234,244,709,1529,1490,2311,1765,983,284,253
1.57989956117289E+018,5399,1.57989956117364E+018,base_link,235,235,665,1539,1815,2298,1773,939,270,239
1.57989956121293E+018,5400,1.57989956121364E+018,base_link,226,255,666,1499,1827,3925,1774,919,271,240
1.57989956125378E+018,5401,1.57989956125464E+018,base_link,216,245,656,1479,1827,2299,1754,1033,261,246
1.57989956129344E+018,5402,1.57989956129464E+018,base_link,216,245,635,1499,3021,3935,1764,755,251,246
1.57989956133325E+018,5403,1.57989956133464E+018,base_link,205,214,615,789,1508,3935,1753,1002,251,227
1.57989956137318E+018,5404,1.57989956137464E+018,base_link,192,216,636,1531,1531,3956,1754,797,251,211
1.57989956141514E+018,5405,1.57989956141464E+018,base_link,181,206,626,821,1530,2331,1764,755,251,201
1.57989956145467E+018,5406,1.57989956145464E+018,base_link,184,193,603,1477,2988,-1,1763,836,229,188
1.57989956149423E+018,5407,1.57989956149564E+018,base_link,185,185,594,1458,1529,801,1754,797,246,196
1.57989956153418E+018,5408,1.57989956153564E+018,base_link,172,181,606,1531,1551,-1,1775,653,231,191
1.57989956157398E+018,5409,1.57989956157664E+018,base_link,163,182,616,1436,1540,749,1765,747,243,181
1.57989956161527E+018,5410,1.57989956161764E+018,base_link,164,183,656,1427,1580,-1,1763,1022,1823,185
1.5798995616555E+018,5411,1.57989956165764E+018,base_link,154,173,614,1396,1552,4475,1767,1036,316,172
1.57989956169568E+018,5412,1.57989956169764E+018,base_link,152,161,759,1404,1961,-1,1724,963,489,170
1.5798995617429E+018,5413,1.57989956173964E+018,base_link,143,152,771,1406,1572,688,1756,922,367,161
1.57989956177755E+018,5414,1.57989956177964E+018,base_link,132,151,771,1415,1562,-1,1755,983,212,150
1.57989956182037E+018,5415,1.57989956182164E+018,base_link,133,142,769,1396,-1,678,1756,913,214,152
1.57989956185906E+018,5416,1.57989956186164E+018,base_link,124,142,749,1406,616,-1,1743,972,190,154
1.57989956190138E+018,5417,1.57989956190164E+018,base_link,124,142,759,1396,1601,-1,1733,920,190,144
1.57989956194046E+018,5418,1.57989956194164E+018,base_link,112,132,748,1385,3312,678,1736,1118,182,142
1.57989956198015E+018,5419,1.57989956198264E+018,base_link,103,122,769,1365,4327,-1,1723,858,158,134
1.57989956202107E+018,5420,1.57989956202364E+018,base_link,102,122,769,1489,1570,627,1733,1120,143,122
1.57989956206191E+018,5421,1.57989956206364E+018,base_link,103,111,738,1355,1601,-1,1722,950,785,124
1.5798995621024E+018,5422,1.57989956210464E+018,base_link,91,100,565,1408,1633,-1,1734,1035,211,109
1.57989956214328E+018,5423,1.57989956214564E+018,base_link,82,101,563,1365,1611,-1,1712,956,369,112
1.57989956218358E+018,5424,1.57989956218564E+018,base_link,82,91,533,1345,1590,646,1733,976,152,101
1.57989956222391E+018,5425,1.57989956222664E+018,base_link,71,80,552,1426,1624,-1,1712,832,163,100
1.57989956226469E+018,5426,1.57989956226664E+018,base_link,61,80,532,1375,1645,565,1715,1015,244,90
1.57989956230493E+018,5427,1.57989956230764E+018,base_link,72,80,512,1345,1611,-1,1722,1063,179,76
1.5798995623452E+018,5428,1.57989956234864E+018,base_link,61,61,522,1334,500,565,1712,1055,128,82
1.5798995623868E+018,5429,1.57989956238864E+018,base_link,51,61,511,1323,500,-1,1701,1007,153,72
1.57989956242655E+018,5430,1.57989956242964E+018,base_link,51,51,511,1313,524,554,1715,1025,131,69
1.57989956246689E+018,5431,1.57989956247064E+018,base_link,48,72,513,1366,542,-1,1712,992,128,67
1.57989956250779E+018,5432,1.57989956251064E+018,base_link,50,59,554,1385,543,544,1715,1076,131,69
1.57989956254839E+018,5433,1.57989956255164E+018,base_link,51,60,512,1334,541,-1,1712,1012,127,65
1.57989956258849E+018,5434,1.57989956259264E+018,base_link,51,60,522,1406,511,535,1723,817,117,65
1.57989956262998E+018,5435,1.57989956263364E+018,base_link,51,61,522,1334,511,-1,1701,1084,117,73
1.57989956267027E+018,5436,1.57989956267364E+018,base_link,48,72,533,1366,1653,544,1713,1044,128,67
1.57989956271003E+018,5437,1.57989956271564E+018,base_link,51,60,522,1334,511,-1,1701,981,127,65
1.57989956275324E+018,5438,1.57989956275564E+018,base_link,51,60,501,1334,524,544,1715,1035,131,69
1.57989956279386E+018,5439,1.57989956279664E+018,base_link,51,60,512,1355,511,3349,1712,971,127,65
1.57989956283448E+018,5440,1.57989956283664E+018,base_link,51,60,512,1334,511,555,1702,1084,118,72
1.57989956287426E+018,5441,1.57989956287764E+018,base_link,51,60,522,1323,521,-1,1701,1038,143,71
1.57989956291551E+018,5442,1.57989956291764E+018,base_link,61,61,522,1334,500,544,1712,961,128,65
1.57989956295455E+018,5443,1.57989956295764E+018,base_link,61,61,511,1334,500,-1,1701,1033,127,56
1.57989956299868E+018,5444,1.57989956299864E+018,base_link,60,69,500,1353,502,554,1725,1210,130,69
1.57989956303794E+018,5445,1.57989956304064E+018,base_link,61,70,522,1334,522,-1,1701,971,127,65
1.5798995630785E+018,5446,1.57989956308164E+018,base_link,61,70,522,1345,1662,554,1702,1013,128,66
1.57989956311921E+018,5447,1.57989956312264E+018,base_link,61,70,511,1324,511,-1,1712,1022,127,73
1.57989956315952E+018,5448,1.57989956316264E+018,base_link,61,71,512,1345,1662,544,1712,879,128,72
1.57989956320023E+018,5449,1.57989956320364E+018,base_link,61,70,511,1365,511,-1,1712,1084,127,73
1.57989956324052E+018,5450,1.57989956324464E+018,base_link,61,71,512,1345,500,544,1702,935,133,72
