time,header.seq,header.stamp,header.frame_id,field.bump_bits
1.57989955403667E+018,27854,1.5798995540372E+018,base_link,0
1.57989955404567E+018,27855,1.5798995540472E+018,base_link,1024
1.579899554048E+018,27856,1.5798995540482E+018,base_link,0
1.57989955405828E+018,27857,1.5798995540562E+018,base_link,8192
1.57989955405948E+018,27858,1.5798995540592E+018,base_link,0
1.579899554065E+018,27859,1.5798995540622E+018,base_link,512
1.57989955406691E+018,27860,1.5798995540632E+018,base_link,0
1.57989955407048E+018,27861,1.5798995540672E+018,base_link,64
1.57989955407277E+018,27862,1.5798995540692E+018,base_link,0
1.57989955407448E+018,27863,1.5798995540722E+018,base_link,256
1.57989955407647E+018,27864,1.5798995540752E+018,base_link,0
1.57989955408749E+018,27865,1.5798995540852E+018,base_link,4
1.57989955409087E+018,27866,1.5798995540862E+018,base_link,0
1.57989955411378E+018,27867,1.5798995541152E+018,base_link,32
1.57989955411776E+018,27868,1.5798995541162E+018,base_link,0
1.57989955412058E+018,27869,1.5798995541212E+018,base_link,64
1.5798995541231E+018,27870,1.5798995541222E+018,base_link,0
1.57989955416641E+018,27871,1.5798995541692E+018,base_link,1088
1.57989955417287E+018,27872,1.5798995541702E+018,base_link,0
1.57989955420524E+018,27873,1.5798995542072E+018,base_link,512
1.57989955420764E+018,27874,1.5798995542092E+018,base_link,0
1.57989955422208E+018,27875,1.5798995542232E+018,base_link,512
1.57989955422445E+018,27876,1.5798995542252E+018,base_link,0
1.57989955422661E+018,27877,1.5798995542292E+018,base_link,512
1.57989955422977E+018,27878,1.5798995542302E+018,base_link,0
1.57989955423848E+018,27879,1.5798995542412E+018,base_link,16384
1.57989955424211E+018,27880,1.5798995542422E+018,base_link,32768
1.57989955424817E+018,27881,1.5798995542432E+018,base_link,0
1.57989955425384E+018,27882,1.5798995542532E+018,base_link,2
1.57989955425715E+018,27883,1.5798995542552E+018,base_link,0
1.57989955427226E+018,27884,1.5798995542752E+018,base_link,32768
1.57989955427763E+018,27885,1.5798995542762E+018,base_link,0
1.5798995542818E+018,27886,1.5798995542842E+018,base_link,1024
1.57989955428479E+018,27887,1.5798995542852E+018,base_link,0
1.57989955428721E+018,27888,1.5798995542902E+018,base_link,1024
1.57989955429172E+018,27889,1.5798995542912E+018,base_link,0
1.57989955429422E+018,27890,1.5798995542972E+018,base_link,512
1.57989955430246E+018,27891,1.5798995543022E+018,base_link,8
1.57989955430553E+018,27892,1.5798995543052E+018,base_link,0
1.57989955432702E+018,27893,1.5798995543282E+018,base_link,4
1.57989955432798E+018,27894,1.5798995543302E+018,base_link,0
1.57989955435413E+018,27895,1.5798995543562E+018,base_link,128
1.57989955435715E+018,27896,1.5798995543572E+018,base_link,0
1.57989955437206E+018,27897,1.5798995543742E+018,base_link,66
1.57989955437443E+018,27898,1.5798995543752E+018,base_link,0
1.57989955437919E+018,27899,1.5798995543792E+018,base_link,32768
1.57989955438761E+018,27900,1.5798995543842E+018,base_link,0
1.57989955439098E+018,27901,1.5798995543892E+018,base_link,8192
1.57989955439249E+018,27902,1.5798995543902E+018,base_link,0
1.57989955439465E+018,27903,1.5798995543962E+018,base_link,16384
1.57989955439702E+018,27904,1.5798995543982E+018,base_link,0
1.57989955440833E+018,27905,1.5798995544112E+018,base_link,64
1.57989955441223E+018,27906,1.5798995544122E+018,base_link,0
1.57989955441548E+018,27907,1.5798995544142E+018,base_link,16384
1.57989955441741E+018,27908,1.5798995544162E+018,base_link,0
1.57989955442643E+018,27909,1.5798995544292E+018,base_link,1
1.57989955442924E+018,27910,1.5798995544312E+018,base_link,0
1.57989955447536E+018,27911,1.5798995544772E+018,base_link,16384
1.57989955447719E+018,27912,1.5798995544782E+018,base_link,0
1.57989955449311E+018,27913,1.5798995544942E+018,base_link,8
1.57989955449469E+018,27914,1.5798995544952E+018,base_link,0
1.5798995545126E+018,27915,1.5798995545132E+018,base_link,64
1.57989955451553E+018,27916,1.5798995545152E+018,base_link,0
1.57989955454034E+018,27917,1.5798995545432E+018,base_link,4
1.57989955454314E+018,27918,1.5798995545442E+018,base_link,0
1.57989955455117E+018,27919,1.5798995545522E+018,base_link,128
1.57989955455611E+018,27920,1.5798995545542E+018,base_link,0
1.57989955455667E+018,27921,1.5798995545592E+018,base_link,32768
1.57989955455902E+018,27922,1.5798995545602E+018,base_link,0
1.57989955458381E+018,27923,1.5798995545862E+018,base_link,32768
1.57989955458922E+018,27924,1.5798995545902E+018,base_link,0
1.57989955459633E+018,27925,1.5798995545942E+018,base_link,32832
1.57989955459659E+018,27926,1.5798995545962E+018,base_link,0
1.57989955460569E+018,27927,1.5798995546082E+018,base_link,512
1.57989955460808E+018,27928,1.5798995546092E+018,base_link,0
1.57989955461395E+018,27929,1.5798995546162E+018,base_link,16384
1.57989955461727E+018,27930,1.5798995546182E+018,base_link,0
1.57989955463519E+018,27931,1.5798995546372E+018,base_link,16384
1.57989955464107E+018,27932,1.5798995546382E+018,base_link,0
1.57989955466136E+018,27933,1.5798995546632E+018,base_link,1024
1.57989955466746E+018,27934,1.5798995546652E+018,base_link,0
1.57989955468813E+018,27935,1.5798995546892E+018,base_link,1
1.57989955469168E+018,27936,1.5798995546902E+018,base_link,0
1.57989955469207E+018,27937,1.5798995546932E+018,base_link,256
1.57989955469554E+018,27938,1.5798995546952E+018,base_link,0
1.57989955472026E+018,27939,1.5798995547212E+018,base_link,2048
1.57989955472212E+018,27940,1.5798995547232E+018,base_link,0
1.57989955472431E+018,27941,1.5798995547272E+018,base_link,2
1.57989955472835E+018,27942,1.5798995547292E+018,base_link,0
1.57989955473742E+018,27943,1.5798995547382E+018,base_link,512
1.5798995547393E+018,27944,1.5798995547392E+018,base_link,0
1.57989955475673E+018,27945,1.5798995547592E+018,base_link,2048
1.57989955476112E+018,27946,1.5798995547612E+018,base_link,16
1.57989955476255E+018,27947,1.5798995547632E+018,base_link,0
1.57989955478004E+018,27948,1.5798995547822E+018,base_link,1
1.57989955478282E+018,27949,1.5798995547842E+018,base_link,128
1.57989955478599E+018,27950,1.5798995547852E+018,base_link,0
1.57989955480712E+018,27951,1.5798995548092E+018,base_link,256
1.57989955480912E+018,27952,1.5798995548112E+018,base_link,0
1.57989955482208E+018,27953,1.5798995548222E+018,base_link,2048
1.57989955482449E+018,27954,1.5798995548242E+018,base_link,0
1.57989955483966E+018,27955,1.5798995548392E+018,base_link,64
1.57989955484193E+018,27956,1.5798995548402E+018,base_link,0
1.57989955484818E+018,27957,1.5798995548512E+018,base_link,2048
1.57989955485191E+018,27958,1.5798995548522E+018,base_link,0
1.57989955485707E+018,27959,1.5798995548592E+018,base_link,1
1.57989955485926E+018,27960,1.5798995548612E+018,base_link,0
1.57989955486308E+018,27961,1.5798995548622E+018,base_link,2
1.57989955486593E+018,27962,1.5798995548632E+018,base_link,0
1.57989955487744E+018,27963,1.5798995548802E+018,base_link,2048
1.57989955488071E+018,27964,1.5798995548822E+018,base_link,0
1.57989955488533E+018,27965,1.5798995548862E+018,base_link,2
1.57989955488767E+018,27966,1.5798995548882E+018,base_link,0
1.57989955489022E+018,27967,1.5798995548892E+018,base_link,64
1.57989955489211E+018,27968,1.5798995548912E+018,base_link,0
1.57989955490373E+018,27969,1.5798995549052E+018,base_link,1
1.57989955490595E+018,27970,1.5798995549062E+018,base_link,0
1.57989955490805E+018,27971,1.5798995549082E+018,base_link,1
1.57989955491148E+018,27972,1.5798995549092E+018,base_link,0
1.57989955492457E+018,27973,1.5798995549262E+018,base_link,512
1.57989955493004E+018,27974,1.5798995549282E+018,base_link,0
1.57989955493202E+018,27975,1.5798995549302E+018,base_link,32768
1.57989955493402E+018,27976,1.5798995549322E+018,base_link,0
1.5798995550302E+018,27977,1.5798995550332E+018,base_link,0
1.57989955512905E+018,27978,1.5798995551332E+018,base_link,0
1.5798995551823E+018,27979,1.5798995551862E+018,base_link,2
1.57989955518559E+018,27980,1.5798995551872E+018,base_link,0
1.57989955528689E+018,27981,1.5798995552892E+018,base_link,0
1.57989955531602E+018,27982,1.5798995553192E+018,base_link,2
1.57989955531939E+018,27983,1.5798995553212E+018,base_link,0
1.57989955541702E+018,27984,1.5798995554202E+018,base_link,1024
1.5798995554199E+018,27985,1.5798995554222E+018,base_link,0
1.57989955552018E+018,27986,1.5798995555232E+018,base_link,0
1.57989955552607E+018,27987,1.5798995555272E+018,base_link,32768
1.57989955553056E+018,27988,1.5798995555312E+018,base_link,0
1.57989955563144E+018,27989,1.5798995556342E+018,base_link,0
1.57989955566662E+018,27990,1.57989955566805E+018,base_link,1
1.57989955566942E+018,27991,1.57989955566905E+018,base_link,0
1.57989955576757E+018,27992,1.57989955577005E+018,base_link,0
1.57989955586864E+018,27993,1.57989955587105E+018,base_link,0
1.5798995559712E+018,27994,1.57989955597205E+018,base_link,0
1.57989955607195E+018,27995,1.57989955607305E+018,base_link,0
1.57989955617127E+018,27996,1.57989955617405E+018,base_link,0
1.57989955627408E+018,27997,1.57989955627405E+018,base_link,0
1.57989955637151E+018,27998,1.57989955637505E+018,base_link,0
1.57989955647434E+018,27999,1.57989955647505E+018,base_link,0
1.5798995565742E+018,28000,1.57989955657505E+018,base_link,0
1.57989955667181E+018,28001,1.57989955667505E+018,base_link,0
1.57989955677435E+018,28002,1.57989955677605E+018,base_link,0
1.57989955687307E+018,28003,1.57989955687705E+018,base_link,0
1.57989955697387E+018,28004,1.57989955697805E+018,base_link,0
1.57989955707579E+018,28005,1.57989955707905E+018,base_link,0
1.57989955717502E+018,28006,1.57989955718005E+018,base_link,0
1.57989955727593E+018,28007,1.57989955728005E+018,base_link,0
1.5798995573772E+018,28008,1.57989955738105E+018,base_link,0
1.57989955747895E+018,28009,1.57989955748105E+018,base_link,0
1.57989955757742E+018,28010,1.57989955758205E+018,base_link,0
1.57989955768109E+018,28011,1.57989955768305E+018,base_link,0
1.57989955778383E+018,28012,1.57989955778305E+018,base_link,0
1.57989955787755E+018,28013,1.57989955788305E+018,base_link,0
1.57989955797819E+018,28014,1.57989955798305E+018,base_link,0
1.57989955807977E+018,28015,1.57989955808505E+018,base_link,0
1.57989955818272E+018,28016,1.57989955818605E+018,base_link,0
1.57989955828205E+018,28017,1.57989955828486E+018,base_link,0
1.57989955838507E+018,28018,1.57989955838686E+018,base_link,0
1.57989955848537E+018,28019,1.57989955848786E+018,base_link,0
1.57989955858587E+018,28020,1.57989955858986E+018,base_link,0
1.57989955868906E+018,28021,1.57989955869086E+018,base_link,0
1.57989955878819E+018,28022,1.57989955879286E+018,base_link,0
1.57989955889422E+018,28023,1.57989955889486E+018,base_link,0
1.57989955899416E+018,28024,1.57989955899786E+018,base_link,0
1.57989955909642E+018,28025,1.57989955909886E+018,base_link,0
1.57989955919654E+018,28026,1.57989955920086E+018,base_link,0
1.57989955930246E+018,28027,1.57989955930286E+018,base_link,0
1.57989955940172E+018,28028,1.57989955940686E+018,base_link,0
1.5798995595051E+018,28029,1.57989955950786E+018,base_link,0
1.57989955960437E+018,28030,1.57989955960986E+018,base_link,0
1.57989955970636E+018,28031,1.57989955971086E+018,base_link,0
1.57989955980751E+018,28032,1.57989955981186E+018,base_link,0
1.57989955990906E+018,28033,1.57989955991386E+018,base_link,0
1.57989956000923E+018,28034,1.57989956001486E+018,base_link,0
1.57989956011691E+018,28035,1.57989956011786E+018,base_link,0
1.57989956021539E+018,28036,1.57989956021886E+018,base_link,0
1.57989956031877E+018,28037,1.57989956032086E+018,base_link,0
1.57989956041927E+018,28038,1.57989956042286E+018,base_link,0
1.57989956052288E+018,28039,1.57989956052386E+018,base_link,0
1.57989956062261E+018,28040,1.57989956062586E+018,base_link,0
1.57989956072343E+018,28041,1.57989956072464E+018,base_link,0
1.5798995608226E+018,28042,1.57989956082564E+018,base_link,0
1.57989956092662E+018,28043,1.57989956092764E+018,base_link,0
1.57989956102918E+018,28044,1.57989956102964E+018,base_link,0
1.57989956113E+018,28045,1.57989956112964E+018,base_link,0
1.57989956122771E+018,28046,1.57989956122964E+018,base_link,0
1.57989956132665E+018,28047,1.57989956132964E+018,base_link,0
1.57989956142584E+018,28048,1.57989956142964E+018,base_link,0
1.57989956152505E+018,28049,1.57989956152964E+018,base_link,0
1.57989956162749E+018,28050,1.57989956162964E+018,base_link,0
1.57989956172557E+018,28051,1.57989956172964E+018,base_link,0
1.57989956182552E+018,28052,1.57989956182964E+018,base_link,0
1.57989956192601E+018,28053,1.57989956193064E+018,base_link,0
1.57989956202766E+018,28054,1.57989956203264E+018,base_link,0
1.57989956212889E+018,28055,1.57989956213364E+018,base_link,0
1.5798995622075E+018,28056,1.57989956221264E+018,base_link,2
1.57989956231061E+018,28057,1.57989956231364E+018,base_link,2
1.57989956241054E+018,28058,1.57989956241464E+018,base_link,2
1.57989956251145E+018,28059,1.57989956251664E+018,base_link,2
1.57989956261374E+018,28060,1.57989956261664E+018,base_link,2
1.57989956271434E+018,28061,1.57989956271764E+018,base_link,2
1.57989956281417E+018,28062,1.57989956281864E+018,base_link,2
1.57989956291996E+018,28063,1.57989956292064E+018,base_link,2
1.57989956299112E+018,28064,1.57989956299664E+018,base_link,3
1.57989956299425E+018,28065,1.57989956299764E+018,base_link,2
1.57989956309427E+018,28066,1.57989956309964E+018,base_link,2
1.57989956319466E+018,28067,1.57989956319964E+018,base_link,2
1.57989956329519E+018,28068,1.57989956329604E+018,base_link,2
1.5798995633954E+018,28069,1.57989956339604E+018,base_link,2
1.57989956349701E+018,28070,1.57989956349604E+018,base_link,2
1.5798995635945E+018,28071,1.57989956359604E+018,base_link,2
1.57989956367927E+018,28072,1.57989956368004E+018,base_link,0
1.57989956368721E+018,28073,1.57989956368204E+018,base_link,2
1.57989956368761E+018,28074,1.57989956368304E+018,base_link,0
1.57989956368762E+018,28075,1.57989956368504E+018,base_link,2
1.5798995636956E+018,28076,1.57989956369404E+018,base_link,0
1.57989956379394E+018,28077,1.57989956379604E+018,base_link,0
1.57989956389436E+018,28078,1.57989956389604E+018,base_link,0
1.57989956399494E+018,28079,1.57989956399604E+018,base_link,0
1.57989956409586E+018,28080,1.57989956409604E+018,base_link,0
1.57989956419465E+018,28081,1.57989956419704E+018,base_link,0
1.57989956429488E+018,28082,1.57989956429804E+018,base_link,0
1.57989956439545E+018,28083,1.57989956439804E+018,base_link,0
1.57989956449689E+018,28084,1.57989956449904E+018,base_link,0
1.57989956459554E+018,28085,1.57989956459904E+018,base_link,0
1.5798995646988E+018,28086,1.57989956470004E+018,base_link,0
1.57989956479683E+018,28087,1.57989956480104E+018,base_link,0
1.57989956489755E+018,28088,1.57989956490104E+018,base_link,0
1.57989956500232E+018,28089,1.57989956500204E+018,base_link,0
1.57989956509881E+018,28090,1.57989956510304E+018,base_link,0
1.57989956520035E+018,28091,1.57989956520304E+018,base_link,0
1.57989956530167E+018,28092,1.57989956530504E+018,base_link,0
1.57989956540163E+018,28093,1.57989956540604E+018,base_link,0
1.57989956550438E+018,28094,1.57989956550704E+018,base_link,0
1.5798995656073E+018,28095,1.57989956560704E+018,base_link,0
1.5798995656752E+018,28096,1.57989956567704E+018,base_link,32768
1.57989956567624E+018,28097,1.57989956567904E+018,base_link,0
1.57989956577657E+018,28098,1.57989956577636E+018,base_link,0
1.5798995658754E+018,28099,1.57989956587636E+018,base_link,0
1.57989956597443E+018,28100,1.57989956597636E+018,base_link,0
1.57989956607525E+018,28101,1.57989956607836E+018,base_link,0
1.57989956617604E+018,28102,1.57989956617836E+018,base_link,0
1.57989956627809E+018,28103,1.57989956627936E+018,base_link,0
1.57989956637778E+018,28104,1.57989956638036E+018,base_link,0
1.5798995664798E+018,28105,1.57989956648136E+018,base_link,0
1.57989956657888E+018,28106,1.57989956658136E+018,base_link,0
1.57989956667918E+018,28107,1.57989956668236E+018,base_link,0
1.57989956678132E+018,28108,1.57989956678336E+018,base_link,0
1.57989956688154E+018,28109,1.57989956688436E+018,base_link,0
1.57989956698524E+018,28110,1.57989956698636E+018,base_link,0
1.57989956708736E+018,28111,1.57989956708736E+018,base_link,0
1.57989956718902E+018,28112,1.57989956718936E+018,base_link,0
1.57989956728727E+018,28113,1.57989956729136E+018,base_link,0
1.57989956739251E+018,28114,1.57989956739236E+018,base_link,0
1.57989956749119E+018,28115,1.57989956749336E+018,base_link,0
1.57989956759682E+018,28116,1.57989956759636E+018,base_link,0
1.57989956769438E+018,28117,1.57989956769836E+018,base_link,0
1.57989956779772E+018,28118,1.57989956779936E+018,base_link,0
1.5798995678969E+018,28119,1.57989956790136E+018,base_link,0
1.57989956800167E+018,28120,1.57989956800236E+018,base_link,0
1.57989956810104E+018,28121,1.57989956810436E+018,base_link,0
1.57989956820312E+018,28122,1.57989956820536E+018,base_link,0
1.57989956829995E+018,28123,1.57989956830252E+018,base_link,0
1.57989956840031E+018,28124,1.57989956840252E+018,base_link,0
1.57989956850096E+018,28125,1.57989956850252E+018,base_link,0
1.57989956860117E+018,28126,1.57989956860352E+018,base_link,0
1.57989956870223E+018,28127,1.57989956870452E+018,base_link,0
1.57989956880382E+018,28128,1.57989956880652E+018,base_link,0
1.5798995689049E+018,28129,1.57989956890752E+018,base_link,0
1.57989956900635E+018,28130,1.57989956900852E+018,base_link,0
1.57989956906104E+018,28131,1.57989956906452E+018,base_link,2
1.57989956906574E+018,28132,1.57989956906752E+018,base_link,0
1.57989956916919E+018,28133,1.57989956916852E+018,base_link,0
1.57989956926594E+018,28134,1.57989956926852E+018,base_link,0
1.57989956936646E+018,28135,1.57989956936952E+018,base_link,0
1.57989956946789E+018,28136,1.57989956946952E+018,base_link,0
1.57989956956801E+018,28137,1.57989956957152E+018,base_link,0
1.57989956967127E+018,28138,1.57989956967252E+018,base_link,0
1.57989956977085E+018,28139,1.57989956977452E+018,base_link,0
1.5798995698773E+018,28140,1.57989956987652E+018,base_link,0
1.57989956997511E+018,28141,1.57989956997852E+018,base_link,0
1.57989957007642E+018,28142,1.57989957007952E+018,base_link,0
1.57989957017603E+018,28143,1.57989957018052E+018,base_link,0
1.57989957027917E+018,28144,1.57989957028152E+018,base_link,0
1.57989957038315E+018,28145,1.57989957038152E+018,base_link,0
1.57989957047843E+018,28146,1.57989957048152E+018,base_link,0
1.57989957057786E+018,28147,1.57989957058152E+018,base_link,0
1.57989957067806E+018,28148,1.57989957068352E+018,base_link,0
1.57989957077928E+018,28149,1.57989957078452E+018,base_link,0
1.57989957088062E+018,28150,1.57989957088552E+018,base_link,0
1.57989957098581E+018,28151,1.57989957098652E+018,base_link,0
1.57989957108327E+018,28152,1.57989957108852E+018,base_link,0
1.57989957118949E+018,28153,1.57989957119052E+018,base_link,0
1.57989957128666E+018,28154,1.57989957129252E+018,base_link,0
1.57989957139115E+018,28155,1.57989957139452E+018,base_link,0
1.57989957149132E+018,28156,1.57989957149652E+018,base_link,0
1.57989957160236E+018,28157,1.57989957159952E+018,base_link,0
1.57989957169657E+018,28158,1.57989957170152E+018,base_link,0
1.57989957173277E+018,28159,1.57989957173752E+018,base_link,4
1.57989957173677E+018,28160,1.57989957173852E+018,base_link,0
1.57989957173776E+018,28161,1.57989957174152E+018,base_link,4
1.57989957174426E+018,28162,1.57989957174352E+018,base_link,0
1.57989957174472E+018,28163,1.57989957175152E+018,base_link,4
1.57989957174783E+018,28164,1.57989957175352E+018,base_link,0
1.57989957174997E+018,28165,1.57989957175452E+018,base_link,4
1.5798995717527E+018,28166,1.57989957176052E+018,base_link,0
1.579899571765E+018,28167,1.57989957176652E+018,base_link,4
1.57989957176809E+018,28168,1.57989957177052E+018,base_link,0
1.57989957177109E+018,28169,1.57989957177252E+018,base_link,4
1.57989957177849E+018,28170,1.57989957178152E+018,base_link,0
1.57989957178223E+018,28171,1.57989957178352E+018,base_link,4
1.5798995718151E+018,28172,1.57989957181752E+018,base_link,0
1.57989957181777E+018,28173,1.57989957181952E+018,base_link,4
1.57989957191694E+018,28174,1.57989957191952E+018,base_link,4
1.57989957201326E+018,28175,1.57989957201952E+018,base_link,4
1.57989957211511E+018,28176,1.57989957211952E+018,base_link,4
1.57989957221264E+018,28177,1.57989957221952E+018,base_link,4
1.57989957231481E+018,28178,1.57989957232052E+018,base_link,4
1.5798995724148E+018,28179,1.57989957242052E+018,base_link,4
1.5798995725151E+018,28180,1.57989957252252E+018,base_link,4
1.57989957261918E+018,28181,1.57989957262252E+018,base_link,4
